Selection;View;Channel;Begin Time (s);End Time (s);Low Freq (Hz);High Freq (Hz);Delta Time (s);Peak Freq (Hz);total_elements;note;singing;ID;nombre_archivo
11;Waveform 1;1;43.92477142;45.59867334;903.7;2033.3;1.674;NA;4;t;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
11;Spectrogram 1;1;43.92477142;45.59867334;903.7;2033.3;1.674;1894.9;4;t;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
12;Waveform 1;1;44.00085787;44.19487832;994.1;2078.5;0.194;NA;0;cad;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
12;Spectrogram 1;1;44.00085787;44.19487832;994.1;2078.5;0.194;1033.6;0;cad;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
13;Waveform 1;1;44.63237541;44.80356993;994.1;2123.7;0.171;NA;0;cad;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
13;Spectrogram 1;1;44.63237541;44.80356993;994.1;2123.7;0.171;1808.8;0;cad;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
14;Waveform 1;1;45.15737192;45.28671889;994.1;2078.5;0.129;NA;0;cad;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
14;Spectrogram 1;1;45.15737192;45.28671889;994.1;2078.5;0.129;1636.5;0;cad;2;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
15;Waveform 1;1;86.64024093;86.7201317;1310.3;1852.6;0.08;NA;4;a;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
15;Spectrogram 1;1;86.64024093;86.7201317;1310.3;1852.6;0.08;1636.5;4;a;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
16;Waveform 1;1;86.89893486;87.29458441;1491.1;1988.1;0.396;NA;4;d;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
16;Spectrogram 1;1;86.89893486;87.29458441;1491.1;1988.1;0.396;1808.8;4;d;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
17;Waveform 1;1;87.45817028;87.81197228;1039.2;1897.7;0.354;NA;4;d;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
17;Spectrogram 1;1;87.45817028;87.81197228;1039.2;1897.7;0.354;1636.5;4;d;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
18;Waveform 1;1;87.93751492;88.24566505;1039.2;2078.5;0.308;NA;4;d;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
18;Spectrogram 1;1;87.93751492;88.24566505;1039.2;2078.5;0.308;1808.8;4;d;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
19;Waveform 1;1;86.64024093;88.24566505;1039.2;2123.7;1.605;NA;4;t;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
19;Spectrogram 1;1;86.64024093;88.24566505;1039.2;2123.7;1.605;1808.8;4;t;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
20;Waveform 1;1;86.72774035;86.89513054;1039.2;2123.7;0.167;NA;0;cad;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
20;Spectrogram 1;1;86.72774035;86.89513054;1039.2;2123.7;0.167;1119.7;0;cad;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
21;Waveform 1;1;87.3098017;87.45817028;1039.2;2078.5;0.148;NA;0;cad;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
21;Spectrogram 1;1;87.3098017;87.45817028;1039.2;2078.5;0.148;1894.9;0;cad;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
22;Waveform 1;1;87.81197228;87.93751492;1039.2;2078.5;0.126;NA;0;cad;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
22;Spectrogram 1;1;87.81197228;87.93751492;1039.2;2078.5;0.126;1636.5;0;cad;3;ML167430121;ML167430121_boyaca_2019_MacaulayLibrary.Table.15.selections.txt
1;Waveform 1;1;23.50010398;23.92427619;1470;1755.8;0.424;NA;3;d;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
1;Spectrogram 1;1;23.50010398;23.92427619;1470;1755.8;0.424;1636.5;3;d;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
2;Waveform 1;1;24.04119546;24.5496583;1306.7;1653.7;0.508;NA;3;d;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
2;Spectrogram 1;1;24.04119546;24.5496583;1306.7;1653.7;0.508;1464.3;3;d;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
3;Waveform 1;1;24.57412978;24.92216852;1265.8;1776.2;0.348;NA;3;d;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
3;Spectrogram 1;1;24.57412978;24.92216852;1265.8;1776.2;0.348;1636.5;3;d;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
4;Waveform 1;1;23.49738493;24.92488757;1286.2;1776.2;1.428;NA;3;t;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
4;Spectrogram 1;1;23.49738493;24.92488757;1286.2;1776.2;1.428;1636.5;3;t;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
5;Waveform 1;1;23.92427619;24.04119546;1286.2;1776.2;0.117;NA;0;cad;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
5;Spectrogram 1;1;23.92427619;24.04119546;1286.2;1776.2;0.117;1636.5;0;cad;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
6;Waveform 1;1;24.5496583;24.57412978;1265.8;1776.2;0.024;NA;0;cad;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
6;Spectrogram 1;1;24.5496583;24.57412978;1265.8;1776.2;0.024;1464.3;0;cad;1;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
7;Waveform 1;1;35.1365345;35.51720187;1454.7;1735.4;0.381;NA;3;d;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
7;Spectrogram 1;1;35.1365345;35.51720187;1454.7;1735.4;0.381;1636.5;3;d;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
8;Waveform 1;1;35.68034503;36.13442682;1327.1;1658.9;0.454;NA;3;d;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
8;Spectrogram 1;1;35.68034503;36.13442682;1327.1;1658.9;0.454;1550.4;3;d;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
9;Waveform 1;1;36.20784124;36.59666577;1276;1786.5;0.389;NA;3;d;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
9;Spectrogram 1;1;36.20784124;36.59666577;1276;1786.5;0.389;1636.5;3;d;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
10;Waveform 1;1;35.1365345;36.59938483;1225;1786.5;1.463;NA;3;t;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
10;Spectrogram 1;1;35.1365345;36.59938483;1225;1786.5;1.463;1636.5;3;t;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
11;Waveform 1;1;35.52263997;35.68034503;1225;1786.5;0.158;NA;0;cad;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
11;Spectrogram 1;1;35.52263997;35.68034503;1225;1786.5;0.158;1636.5;0;cad;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
12;Waveform 1;1;36.13986493;36.20784124;1199.5;1760.9;0.068;NA;0;cad;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
12;Spectrogram 1;1;36.13986493;36.20784124;1199.5;1760.9;0.068;1464.3;0;cad;2;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
13;Waveform 1;1;43.83545308;44.21068235;1480.2;1760.9;0.375;NA;3;d;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
13;Spectrogram 1;1;43.83545308;44.21068235;1480.2;1760.9;0.375;1636.5;3;d;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
14;Waveform 1;1;44.34935403;44.79527867;1222;1684.4;0.446;NA;3;d;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
14;Spectrogram 1;1;44.34935403;44.79527867;1222;1684.4;0.446;1464.3;3;d;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
15;Waveform 1;1;44.88500741;45.25207951;1209.2;1796.2;0.367;NA;3;d;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
15;Spectrogram 1;1;44.88500741;45.25207951;1209.2;1796.2;0.367;1636.5;3;d;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
16;Waveform 1;1;43.83273403;45.25207951;1183.7;1783.5;1.419;NA;3;t;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
16;Spectrogram 1;1;43.83273403;45.25207951;1183.7;1783.5;1.419;1636.5;3;t;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
18;Waveform 1;1;44.2134014;44.34935403;1196.5;1796.2;0.136;NA;0;cad;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
18;Spectrogram 1;1;44.2134014;44.34935403;1196.5;1796.2;0.136;1636.5;0;cad;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
19;Waveform 1;1;44.79527867;44.88500741;1196.5;1796.2;0.09;NA;0;cad;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
19;Spectrogram 1;1;44.79527867;44.88500741;1196.5;1796.2;0.09;1464.3;0;cad;3;ML168748811;ML168748811_risaralda_2019_MacaulayLibrary.Table.14.selections.txt
1;Waveform 1;1;2.63398626;3.077279734;1362.9;1799;0.443;NA;3;d;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
1;Spectrogram 1;1;2.63398626;3.077279734;1362.9;1799;0.443;1636.5;3;d;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
2;Waveform 1;1;3.213316885;3.574518975;1253.9;1690;0.361;NA;3;d;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
2;Spectrogram 1;1;3.213316885;3.574518975;1253.9;1690;0.361;1464.3;3;d;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
3;Waveform 1;1;3.726974403;4.008430577;1144.8;1908.1;0.281;NA;3;d;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
3;Spectrogram 1;1;3.726974403;4.008430577;1144.8;1908.1;0.281;1722.7;3;d;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
4;Waveform 1;1;2.636331728;4.006085109;1144.8;1908.1;1.37;NA;3;t;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
4;Spectrogram 1;1;2.636331728;4.006085109;1144.8;1908.1;1.37;1722.7;3;t;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
5;Waveform 1;1;3.079625202;3.210971417;1144.8;1908.1;0.131;NA;0;cad;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
5;Spectrogram 1;1;3.079625202;3.210971417;1144.8;1908.1;0.131;1205.9;0;cad;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
6;Waveform 1;1;3.579209911;3.726974403;1144.8;1908.1;0.148;NA;0;cad;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
6;Spectrogram 1;1;3.579209911;3.726974403;1144.8;1908.1;0.148;1464.3;0;cad;1;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
7;Waveform 1;1;44.25211902;44.31310119;799.6;1899;0.061;NA;4;a;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
7;Spectrogram 1;1;44.25211902;44.31310119;799.6;1899;0.061;1550.4;4;a;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
8;Waveform 1;1;44.56172081;44.99328694;899.5;1799;0.432;NA;4;d;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
8;Spectrogram 1;1;44.56172081;44.99328694;899.5;1799;0.432;1722.7;4;d;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
9;Waveform 1;1;45.1433969;45.49990806;899.5;1799;0.357;NA;4;d;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
9;Spectrogram 1;1;45.1433969;45.49990806;899.5;1799;0.357;1550.4;4;d;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
10;Waveform 1;1;45.65102266;45.93716977;1099.4;1899;0.286;NA;4;d;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
10;Spectrogram 1;1;45.65102266;45.93716977;1099.4;1899;0.286;1722.7;4;d;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
11;Waveform 1;1;44.25370182;45.9400934;699.6;1899;1.686;NA;4;t;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
11;Spectrogram 1;1;44.25370182;45.9400934;699.6;1899;1.686;1722.7;4;t;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
12;Waveform 1;1;44.31702946;44.56330361;399.8;1599.1;0.246;NA;0;cad;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
12;Spectrogram 1;1;44.31702946;44.56330361;399.8;1599.1;0.246;430.7;0;cad;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
13;Waveform 1;1;44.99486975;45.14497971;699.6;1899;0.15;NA;0;cad;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
13;Spectrogram 1;1;44.99486975;45.14497971;699.6;1899;0.15;1636.5;0;cad;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
14;Waveform 1;1;45.5061818;45.65160082;699.6;1899;0.145;NA;0;cad;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
14;Spectrogram 1;1;45.5061818;45.65160082;699.6;1899;0.145;1464.3;0;cad;2;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
15;Waveform 1;1;78.21940568;78.62048073;1327;1879.9;0.401;NA;3;d;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
15;Spectrogram 1;1;78.21940568;78.62048073;1327;1879.9;0.401;1636.5;3;d;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
16;Waveform 1;1;78.80577271;79.16462933;1161.1;1658.7;0.359;NA;3;d;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
16;Spectrogram 1;1;78.80577271;79.16462933;1161.1;1658.7;0.359;1464.3;3;d;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
17;Waveform 1;1;79.31943023;79.6008864;1216.4;1824.6;0.281;NA;3;d;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
17;Spectrogram 1;1;79.31943023;79.6008864;1216.4;1824.6;0.281;1636.5;3;d;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
18;Waveform 1;1;78.21940568;79.59854093;981.9;1700.6;1.379;NA;3;t;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
18;Spectrogram 1;1;78.21940568;79.59854093;981.9;1700.6;1.379;1636.5;3;t;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
19;Waveform 1;1;78.6228262;78.80577271;1161.1;1879.9;0.183;NA;0;cad;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
19;Spectrogram 1;1;78.6228262;78.80577271;1161.1;1879.9;0.183;1636.5;0;cad;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
20;Waveform 1;1;79.1669748;79.31943023;1161.1;1879.9;0.152;NA;0;cad;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
20;Spectrogram 1;1;79.1669748;79.31943023;1161.1;1879.9;0.152;1464.3;0;cad;3;ML176085171;ML176085171_boyaca_2019_MacaulayLibrary.Table.12.selections.txt
1;Waveform 1;1;3.094322337;3.272218918;1308;1700.4;0.178;NA;3;d;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
1;Spectrogram 1;1;3.094322337;3.272218918;1308;1700.4;0.178;1550.4;3;d;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
2;Waveform 1;1;3.396207443;3.784345437;1098.7;1595.8;0.388;NA;3;d;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
2;Spectrogram 1;1;3.396207443;3.784345437;1098.7;1595.8;0.388;1464.3;3;d;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
3;Waveform 1;1;3.919115573;4.247954707;1281.9;1674.3;0.329;NA;3;d;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
3;Spectrogram 1;1;3.919115573;4.247954707;1281.9;1674.3;0.329;1550.4;3;d;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
4;Waveform 1;1;3.094322337;4.247954707;1098.7;1700.4;1.154;NA;3;t;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
4;Spectrogram 1;1;3.094322337;4.247954707;1098.7;1700.4;1.154;1550.4;3;t;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
5;Waveform 1;1;3.272218918;3.396207443;1098.7;1700.4;0.124;NA;0;cad;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
5;Spectrogram 1;1;3.272218918;3.396207443;1098.7;1700.4;0.124;1550.4;0;cad;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
6;Waveform 1;1;3.789736242;3.919115573;1098.7;1700.4;0.129;NA;0;cad;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
6;Spectrogram 1;1;3.789736242;3.919115573;1098.7;1700.4;0.129;1464.3;0;cad;1;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
7;Waveform 1;1;56.75068844;56.82076891;1151.1;1752.8;0.07;NA;4;a;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
7;Spectrogram 1;1;56.75068844;56.82076891;1151.1;1752.8;0.07;1636.5;4;a;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
8;Waveform 1;1;57.06335516;57.42992993;1203.4;1778.9;0.367;NA;4;d;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
8;Spectrogram 1;1;57.06335516;57.42992993;1203.4;1778.9;0.367;1550.4;4;d;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
9;Waveform 1;1;57.58087248;57.97979209;1017.5;1514.6;0.399;NA;4;d;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
9;Spectrogram 1;1;57.58087248;57.97979209;1017.5;1514.6;0.399;1464.3;4;d;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
10;Waveform 1;1;58.11456222;58.50809102;915.6;1700.4;0.394;NA;4;d;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
10;Spectrogram 1;1;58.11456222;58.50809102;915.6;1700.4;0.394;1550.4;4;d;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
11;Waveform 1;1;56.75068844;58.50809102;915.6;1778.9;1.757;NA;4;t;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
11;Spectrogram 1;1;56.75068844;58.50809102;915.6;1778.9;1.757;1550.4;4;t;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
12;Waveform 1;1;56.83155052;57.06335516;915.6;1778.9;0.232;NA;0;cad;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
12;Spectrogram 1;1;56.83155052;57.06335516;915.6;1778.9;0.232;1550.4;0;cad;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
13;Waveform 1;1;57.43532073;57.58087248;915.6;1778.9;0.146;NA;0;cad;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
13;Spectrogram 1;1;57.43532073;57.58087248;915.6;1778.9;0.146;1550.4;0;cad;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
14;Waveform 1;1;57.9905737;58.11456222;915.6;1778.9;0.124;NA;0;cad;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
14;Spectrogram 1;1;57.9905737;58.11456222;915.6;1778.9;0.124;1464.3;0;cad;2;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
15;Waveform 1;1;35.37435985;35.46584485;1219.1;1749.2;0.091;NA;4;a;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
15;Spectrogram 1;1;35.37435985;35.46584485;1219.1;1749.2;0.091;1636.5;4;a;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
16;Waveform 1;1;35.70218111;36.13673487;1245.6;1802.2;0.435;NA;4;d;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
16;Spectrogram 1;1;35.70218111;36.13673487;1245.6;1802.2;0.435;1550.4;4;d;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
17;Waveform 1;1;36.23584362;36.67039738;1007.1;1616.6;0.435;NA;4;d;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
17;Spectrogram 1;1;36.23584362;36.67039738;1007.1;1616.6;0.435;1464.3;4;d;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
18;Waveform 1;1;36.75425863;37.08207989;1272.1;1669.7;0.328;NA;4;d;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
18;Spectrogram 1;1;36.75425863;37.08207989;1272.1;1669.7;0.328;1550.4;4;d;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
19;Waveform 1;1;35.37435985;37.08207989;962.6;1757.7;1.708;NA;4;t;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
19;Spectrogram 1;1;35.37435985;37.08207989;962.6;1757.7;1.708;1550.4;4;t;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
20;Waveform 1;1;35.4734686;35.70218111;1007.1;1802.2;0.229;NA;0;cad;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
20;Spectrogram 1;1;35.4734686;35.70218111;1007.1;1802.2;0.229;1550.4;0;cad;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
21;Waveform 1;1;36.13673487;36.23584362;1007.1;1802.2;0.099;NA;0;cad;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
21;Spectrogram 1;1;36.13673487;36.23584362;1007.1;1802.2;0.099;1464.3;0;cad;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
22;Waveform 1;1;36.67802113;36.74663488;1007.1;1775.7;0.069;NA;0;cad;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
22;Spectrogram 1;1;36.67802113;36.74663488;1007.1;1775.7;0.069;1636.5;0;cad;3;ML176342261;ML176342261_tolima_2019_MacaulayLibrary.Table.13.selections.txt
12;Waveform 1;1;11.28825082;11.68897496;1010.6;1776.2;0.401;NA;4;d;2;ML215054161;ML215054161_cundinamarca_2016_MacaulayLibrary.Table.3.selections.txt
12;Spectrogram 1;1;11.28825082;11.68897496;1010.6;1776.2;0.401;1550.4;4;d;2;ML215054161;ML215054161_cundinamarca_2016_MacaulayLibrary.Table.3.selections.txt
5;Waveform 1;1;1.013003466;2.768175193;994.4;1781.9;1.755;NA;4;t;1;ML215054161;ML215054161_cundinamarca_2016_MacaulayLibrary.Table.3.selections.txt
5;Spectrogram 1;1;1.013003466;2.768175193;994.4;1781.9;1.755;1722.7;4;t;1;ML215054161;ML215054161_cundinamarca_2016_MacaulayLibrary.Table.3.selections.txt
